"Gene","Phenotype","Category"
"ABCA1","23415#NMR Total Esterified Cholesterol","NMR Metabolomics"
"ABCA1","23415#NMR Total Esterified Cholesterol","NMR Metabolomics"
"ABCA1","23415#NMR Total Esterified Cholesterol","NMR Metabolomics"
"ABCA1","23415#NMR Total Esterified Cholesterol","NMR Metabolomics"
"ABCA1","23415#Total Esterified Cholesterol","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"ABCA1","23415#Total Esterified Cholesterol","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"ABCA1","23415#Total Esterified Cholesterol","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"ABCA1","23415#Total Esterified Cholesterol","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"ABCA1","23415#Total Esterified Cholesterol","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"ABCA1","23415#Total Esterified Cholesterol","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"ABCA1","23418#Cholesteryl Esters in HDL","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"ABCA1","23418#Cholesteryl Esters in HDL","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"ABCA1","23418#Cholesteryl Esters in HDL","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"ABCA1","23418#Cholesteryl Esters in HDL","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"ABCA1","23418#Cholesteryl Esters in HDL","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"ABCA1","23418#Cholesteryl Esters in HDL","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"ABCA1","23418#Cholesteryl Esters in HDL","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"ABCA1","23418#Cholesteryl Esters in HDL","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"ABCA1","23418#Cholesteryl Esters in HDL","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"ABCA1","23418#NMR Cholesteryl Esters in HDL","NMR Metabolomics"
"ABCA1","23418#NMR Cholesteryl Esters in HDL","NMR Metabolomics"
"ABCA1","23418#NMR Cholesteryl Esters in HDL","NMR Metabolomics"
"ABCA1","23418#NMR Cholesteryl Esters in HDL","NMR Metabolomics"
"ABCA1","23418#NMR Cholesteryl Esters in HDL","NMR Metabolomics"
"ABCA1","23418#NMR Cholesteryl Esters in HDL","NMR Metabolomics"
"ABCA1","23418#NMR Cholesteryl Esters in HDL","NMR Metabolomics"
"ABCA1","23418#NMR Cholesteryl Esters in HDL","NMR Metabolomics"
"ABCA1","23418#NMR Cholesteryl Esters in HDL","NMR Metabolomics"
"ABCA1","23422#Free Cholesterol in HDL","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"ABCA1","23422#Free Cholesterol in HDL","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"ABCA1","23422#Free Cholesterol in HDL","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"ABCA1","23422#Free Cholesterol in HDL","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"ABCA1","23422#Free Cholesterol in HDL","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"ABCA1","23422#Free Cholesterol in HDL","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"ABCA1","23422#Free Cholesterol in HDL","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"ABCA1","23422#Free Cholesterol in HDL","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"ABCA1","23422#Free Cholesterol in HDL","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"ABCA1","23422#NMR Free Cholesterol in HDL","NMR Metabolomics"
"ABCA1","23422#NMR Free Cholesterol in HDL","NMR Metabolomics"
"ABCA1","23422#NMR Free Cholesterol in HDL","NMR Metabolomics"
"ABCA1","23422#NMR Free Cholesterol in HDL","NMR Metabolomics"
"ABCA1","23422#NMR Free Cholesterol in HDL","NMR Metabolomics"
"ABCA1","23422#NMR Free Cholesterol in HDL","NMR Metabolomics"
"ABCA1","23422#NMR Free Cholesterol in HDL","NMR Metabolomics"
"ABCA1","23422#NMR Free Cholesterol in HDL","NMR Metabolomics"
"ABCA1","23422#NMR Free Cholesterol in HDL","NMR Metabolomics"
"ABCA1","23423#NMR Total Lipids in Lipoprotein Particles","NMR Metabolomics"
"ABCA1","23423#NMR Total Lipids in Lipoprotein Particles","NMR Metabolomics"
"ABCA1","23423#Total Lipids in Lipoprotein Particles","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"ABCA1","23426#NMR Total Lipids in HDL","NMR Metabolomics"
"ABCA1","23426#NMR Total Lipids in HDL","NMR Metabolomics"
"ABCA1","23426#NMR Total Lipids in HDL","NMR Metabolomics"
"ABCA1","23426#NMR Total Lipids in HDL","NMR Metabolomics"
"ABCA1","23426#NMR Total Lipids in HDL","NMR Metabolomics"
"ABCA1","23426#NMR Total Lipids in HDL","NMR Metabolomics"
"ABCA1","23426#NMR Total Lipids in HDL","NMR Metabolomics"
"ABCA1","23426#NMR Total Lipids in HDL","NMR Metabolomics"
"ABCA1","23426#NMR Total Lipids in HDL","NMR Metabolomics"
"ABCA1","23426#Total Lipids in HDL","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"ABCA1","23426#Total Lipids in HDL","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"ABCA1","23426#Total Lipids in HDL","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"ABCA1","23426#Total Lipids in HDL","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"ABCA1","23426#Total Lipids in HDL","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"ABCA1","23426#Total Lipids in HDL","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"ABCA1","23426#Total Lipids in HDL","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"ABCA1","23426#Total Lipids in HDL","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"ABCA1","23426#Total Lipids in HDL","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"ABCA1","23427#NMR Total Concentration of Lipoprotein Particles","NMR Metabolomics"
"ABCA1","23427#NMR Total Concentration of Lipoprotein Particles","NMR Metabolomics"
"ABCA1","23427#NMR Total Concentration of Lipoprotein Particles","NMR Metabolomics"
"ABCA1","23427#NMR Total Concentration of Lipoprotein Particles","NMR Metabolomics"
"ABCA1","23427#NMR Total Concentration of Lipoprotein Particles","NMR Metabolomics"
"ABCA1","23427#NMR Total Concentration of Lipoprotein Particles","NMR Metabolomics"
"ABCA1","23427#NMR Total Concentration of Lipoprotein Particles","NMR Metabolomics"
"ABCA1","23427#NMR Total Concentration of Lipoprotein Particles","NMR Metabolomics"
"ABCA1","23427#NMR Total Concentration of Lipoprotein Particles","NMR Metabolomics"
"ABCA1","23427#Total Concentration of Lipoprotein Particles","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"ABCA1","23427#Total Concentration of Lipoprotein Particles","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"ABCA1","23427#Total Concentration of Lipoprotein Particles","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"ABCA1","23427#Total Concentration of Lipoprotein Particles","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"ABCA1","23427#Total Concentration of Lipoprotein Particles","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"ABCA1","23427#Total Concentration of Lipoprotein Particles","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"ABCA1","23427#Total Concentration of Lipoprotein Particles","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"ABCA1","23427#Total Concentration of Lipoprotein Particles","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"ABCA1","23427#Total Concentration of Lipoprotein Particles","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"ABCA1","23430#Concentration of HDL Particles","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"ABCA1","23430#Concentration of HDL Particles","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"ABCA1","23430#Concentration of HDL Particles","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"ABCA1","23430#Concentration of HDL Particles","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"ABCA1","23430#Concentration of HDL Particles","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"ABCA1","23430#Concentration of HDL Particles","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"ABCA1","23430#Concentration of HDL Particles","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"ABCA1","23430#Concentration of HDL Particles","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"ABCA1","23430#Concentration of HDL Particles","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"ABCA1","23430#NMR Concentration of HDL Particles","NMR Metabolomics"
"ABCA1","23430#NMR Concentration of HDL Particles","NMR Metabolomics"
"ABCA1","23430#NMR Concentration of HDL Particles","NMR Metabolomics"
"ABCA1","23430#NMR Concentration of HDL Particles","NMR Metabolomics"
"ABCA1","23430#NMR Concentration of HDL Particles","NMR Metabolomics"
"ABCA1","23430#NMR Concentration of HDL Particles","NMR Metabolomics"
"ABCA1","23430#NMR Concentration of HDL Particles","NMR Metabolomics"
"ABCA1","23430#NMR Concentration of HDL Particles","NMR Metabolomics"
"ABCA1","23430#NMR Concentration of HDL Particles","NMR Metabolomics"
"ABCA1","23432#NMR Average Diameter for LDL Particles","NMR Metabolomics"
"ABCA1","23432#NMR Average Diameter for LDL Particles","NMR Metabolomics"
"ABCA1","23432#NMR Average Diameter for LDL Particles","NMR Metabolomics"
"ABCA1","23433#Average Diameter for HDL Particles","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"ABCA1","23433#Average Diameter for HDL Particles","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"ABCA1","23433#NMR Average Diameter for HDL Particles","NMR Metabolomics"
"ABCA1","23433#NMR Average Diameter for HDL Particles","NMR Metabolomics"
"ABCA1","23434#NMR Phosphoglycerides","NMR Metabolomics"
"ABCA1","23434#NMR Phosphoglycerides","NMR Metabolomics"
"ABCA1","23434#NMR Phosphoglycerides","NMR Metabolomics"
"ABCA1","23434#NMR Phosphoglycerides","NMR Metabolomics"
"ABCA1","23434#NMR Phosphoglycerides","NMR Metabolomics"
"ABCA1","23434#NMR Phosphoglycerides","NMR Metabolomics"
"ABCA1","23434#NMR Phosphoglycerides","NMR Metabolomics"
"ABCA1","23434#NMR Phosphoglycerides","NMR Metabolomics"
"ABCA1","23434#NMR Phosphoglycerides","NMR Metabolomics"
"ABCA1","23434#Phosphoglycerides","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"ABCA1","23434#Phosphoglycerides","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"ABCA1","23434#Phosphoglycerides","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"ABCA1","23434#Phosphoglycerides","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"ABCA1","23434#Phosphoglycerides","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"ABCA1","23434#Phosphoglycerides","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"ABCA1","23434#Phosphoglycerides","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"ABCA1","23434#Phosphoglycerides","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"ABCA1","23434#Phosphoglycerides","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"ABCA1","23436#NMR Total Cholines","NMR Metabolomics"
"ABCA1","23436#NMR Total Cholines","NMR Metabolomics"
"ABCA1","23436#NMR Total Cholines","NMR Metabolomics"
"ABCA1","23436#NMR Total Cholines","NMR Metabolomics"
"ABCA1","23436#NMR Total Cholines","NMR Metabolomics"
"ABCA1","23436#NMR Total Cholines","NMR Metabolomics"
"ABCA1","23436#NMR Total Cholines","NMR Metabolomics"
"ABCA1","23436#NMR Total Cholines","NMR Metabolomics"
"ABCA1","23436#NMR Total Cholines","NMR Metabolomics"
"ABCA1","23436#Total Cholines","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"ABCA1","23436#Total Cholines","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"ABCA1","23436#Total Cholines","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"ABCA1","23436#Total Cholines","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"ABCA1","23436#Total Cholines","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"ABCA1","23436#Total Cholines","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"ABCA1","23436#Total Cholines","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"ABCA1","23436#Total Cholines","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"ABCA1","23436#Total Cholines","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"ABCA1","23437#NMR Phosphatidylcholines","NMR Metabolomics"
"ABCA1","23437#NMR Phosphatidylcholines","NMR Metabolomics"
"ABCA1","23437#NMR Phosphatidylcholines","NMR Metabolomics"
"ABCA1","23437#NMR Phosphatidylcholines","NMR Metabolomics"
"ABCA1","23437#NMR Phosphatidylcholines","NMR Metabolomics"
"ABCA1","23437#NMR Phosphatidylcholines","NMR Metabolomics"
"ABCA1","23437#NMR Phosphatidylcholines","NMR Metabolomics"
"ABCA1","23437#NMR Phosphatidylcholines","NMR Metabolomics"
"ABCA1","23437#NMR Phosphatidylcholines","NMR Metabolomics"
"ABCA1","23437#Phosphatidylcholines","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"ABCA1","23437#Phosphatidylcholines","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"ABCA1","23437#Phosphatidylcholines","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"ABCA1","23437#Phosphatidylcholines","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"ABCA1","23437#Phosphatidylcholines","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"ABCA1","23437#Phosphatidylcholines","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"ABCA1","23437#Phosphatidylcholines","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"ABCA1","23437#Phosphatidylcholines","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"ABCA1","23437#Phosphatidylcholines","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"ABCA1","23438#NMR Sphingomyelins","NMR Metabolomics"
"ABCA1","23438#NMR Sphingomyelins","NMR Metabolomics"
"ABCA1","23438#NMR Sphingomyelins","NMR Metabolomics"
"ABCA1","23438#NMR Sphingomyelins","NMR Metabolomics"
"ABCA1","23438#NMR Sphingomyelins","NMR Metabolomics"
"ABCA1","23438#NMR Sphingomyelins","NMR Metabolomics"
"ABCA1","23438#NMR Sphingomyelins","NMR Metabolomics"
"ABCA1","23438#Sphingomyelins","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"ABCA1","23438#Sphingomyelins","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"ABCA1","23438#Sphingomyelins","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"ABCA1","23438#Sphingomyelins","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"ABCA1","23438#Sphingomyelins","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"ABCA1","23438#Sphingomyelins","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"ABCA1","23440#Apolipoprotein A1","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"ABCA1","23440#Apolipoprotein A1","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"ABCA1","23440#Apolipoprotein A1","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"ABCA1","23440#Apolipoprotein A1","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"ABCA1","23440#Apolipoprotein A1","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"ABCA1","23440#Apolipoprotein A1","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"ABCA1","23440#Apolipoprotein A1","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"ABCA1","23440#Apolipoprotein A1","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"ABCA1","23440#Apolipoprotein A1","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"ABCA1","23440#NMR Apolipoprotein A1","NMR Metabolomics"
"ABCA1","23440#NMR Apolipoprotein A1","NMR Metabolomics"
"ABCA1","23440#NMR Apolipoprotein A1","NMR Metabolomics"
"ABCA1","23440#NMR Apolipoprotein A1","NMR Metabolomics"
"ABCA1","23440#NMR Apolipoprotein A1","NMR Metabolomics"
"ABCA1","23440#NMR Apolipoprotein A1","NMR Metabolomics"
"ABCA1","23440#NMR Apolipoprotein A1","NMR Metabolomics"
"ABCA1","23440#NMR Apolipoprotein A1","NMR Metabolomics"
"ABCA1","23440#NMR Apolipoprotein A1","NMR Metabolomics"
"ABCA1","23441#Apolipoprotein B to Apolipoprotein A1 ratio","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"ABCA1","23441#Apolipoprotein B to Apolipoprotein A1 ratio","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"ABCA1","23441#Apolipoprotein B to Apolipoprotein A1 ratio","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"ABCA1","23441#Apolipoprotein B to Apolipoprotein A1 ratio","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"ABCA1","23441#Apolipoprotein B to Apolipoprotein A1 ratio","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"ABCA1","23441#NMR Apolipoprotein B to Apolipoprotein A1 ratio","NMR Metabolomics"
"ABCA1","23441#NMR Apolipoprotein B to Apolipoprotein A1 ratio","NMR Metabolomics"
"ABCA1","23441#NMR Apolipoprotein B to Apolipoprotein A1 ratio","NMR Metabolomics"
"ABCA1","23441#NMR Apolipoprotein B to Apolipoprotein A1 ratio","NMR Metabolomics"
"ABCA1","23442#NMR Total Fatty Acids","NMR Metabolomics"
"ABCA1","23445#NMR Omega-6 Fatty Acids","NMR Metabolomics"
"ABCA1","23445#NMR Omega-6 Fatty Acids","NMR Metabolomics"
"ABCA1","23445#NMR Omega-6 Fatty Acids","NMR Metabolomics"
"ABCA1","23445#NMR Omega-6 Fatty Acids","NMR Metabolomics"
"ABCA1","23445#NMR Omega-6 Fatty Acids","NMR Metabolomics"
"ABCA1","23445#NMR Omega-6 Fatty Acids","NMR Metabolomics"
"ABCA1","23445#NMR Omega-6 Fatty Acids","NMR Metabolomics"
"ABCA1","23445#Omega-6 Fatty Acids","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"ABCA1","23445#Omega-6 Fatty Acids","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"ABCA1","23445#Omega-6 Fatty Acids","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"ABCA1","23445#Omega-6 Fatty Acids","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"ABCA1","23445#Omega-6 Fatty Acids","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
